Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Algeria,DZA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.673,4.555,4.437,4.472,4.542,4.482,4.392,5.398,4.546,..
Algeria,DZA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.03576279,6.54721403,6.97849178,6.60749817,6.27938414,6.16302586,6.25170851,6.32117987,..,..
Algeria,DZA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.04,96.95,100.26,102.79,102.87,108.6,112.16,112.31,104.62,..
Algeria,DZA,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,16.472,14.798,16.18,16.824,16.687,16.55,16.444,15.402,15.909,16.359
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,18.7137793906916,17.8314944985675,19.047247361146,19.7316657970045,19.5968364392556,19.4608339172121,19.3455945980372,19.229613875063,19.5184356953206,19.8138531241776
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,76.377,..
Algeria,DZA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.292772912804489,0.267646033204212,0.307880819960795,0.307441866468971,0.307988287660602,0.24733282744186,0.238887178143983,0.241702983996239,..,..
Algeria,DZA,Number of infant deaths,SH.DTH.IMRT,21240,21357,21547,21543,21301,20797,20101,19280,18382,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,5.06535947712419,-1.86625194401245,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.21950183979621,3.27902164193507,4.85444230115995,0.113644342114497,-5.13533988577697,4.87406112450759,1.83171396600592,7.64030127989335,0.648377683091113,..
American Samoa,ASM,Agricultural land (% of land area),AG.LND.AGRI.ZS,13.3,13.45,13.6,13.75,13.9,14.05,14.2,14.35,14.5,..
American Samoa,ASM,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,4.2,..,..,5.1,..,..,5.6,..,..
American Samoa,ASM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Number of infant deaths,SH.DTH.IMRT,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28719978108489,8.80957934841771
Andorra,AND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.02602703426984,2.14093898224779,1.25741601269149,2.57450458774666,-1.41657902035861,-0.00387029555736262,0.238296569502523,-12.7350775611172,6.45944053180018,7.73271565222045
Andorra,AND,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.0212765957447,40,40.0212765957447,40.0425531914894,40.0425531914894,40.0723404255319,40.0002127659574,39.9517021276596,39.9068085106383,..
Andorra,AND,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Children out of school (% of primary school age),SE.PRM.UNER.ZS,54.3417358398438,8.09638023376465,8.33154964447021,7.57801008224487,7.23269987106323,7.09102010726929,7.5873498916626,8.92185974121094,8.0449800491333,7.08159017562866
Andorra,AND,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,8.47846031188965,8.61373043060303,7.31707000732422,6.85466003417969,7.72824001312256,8.89723968505859,9.30426979064941,8.9848804473877,8.06737995147705
Andorra,AND,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,7.75258016586304,8.07503986358643,7.81759023666382,7.58620977401733,6.4829797744751,6.30371999740601,8.54166984558105,7.10264015197754,6.11086988449097
Andorra,AND,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..,..,..,4.3,..,4.4,3.9,..,..,..
Andorra,AND,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,99.4176635742188,98.9091796875,98.6656112670898,99.1814727783203,99.2702178955078,99.4593811035156,99.2426834106445,..,..,98.7166976928711
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.83291245,6.82586813,7.02324152,7.00839424,7.16179609,7.43045759,7.40840626,9.05175877,..,..
Andorra,AND,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Number of infant deaths,SH.DTH.IMRT,3,2,2,2,2,2,2,2,2,..
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.95461303112738,4.82255926962156,0.943571561325001,-2.5801112218828,-0.147149825449205,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04540300954928
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.10633103462652,1.03072911796671,-2.64297533030704,-6.01189077751143,-3.63069503801748,-4.67666958432599,-4.01711416103254,-8.67243212911843,-1.95459800636894,-0.096754729759283
Angola,AGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.4867249538782,36.6359188256998,36.7281623486003,36.7562364642657,36.7145263495628,36.7305687013716,36.7987486965589,36.8107804604155,36.8147910483677,..
Angola,AGO,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.607,9.181,8.826,8.555,8.242,7.99,7.811,7.821,8.009,..
Angola,AGO,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.73282695,2.43412876,2.60579467,2.71314979,2.79383755,2.58879566,2.65592647,2.91183472,..,..
Angola,AGO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,110.73,97.41,100.32,102.27,103.19,105.59,107.53,112.6,114.59,..
Angola,AGO,Gini index,SI.POV.GINI,..,..,..,..,..,51.3,..,..,..,..
Angola,AGO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,74.857,74.863,74.878,74.891,74.914,74.948,74.993,74.28,74.464,74.884
Angola,AGO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.7397634896491,49.7318212476816,49.7378006487985,49.73780906359,49.749685969671,49.7787683113232,49.8228183702489,49.8120233922948,49.902065440313,49.932998460806
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.307,60.04,60.655,61.092,61.68,62.144,62.448,62.261,61.643,..
Angola,AGO,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.82803731590343,1.83535683190457,1.63455218666389,1.61347432364468,1.51538755769886,1.40142649738485,1.29338758381748,1.26387682693004,..,..
Angola,AGO,Number of infant deaths,SH.DTH.IMRT,70170,68440,66982,65804,64937,64196,63492,62711,62041,..
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.600876396735046,3.79572761294251,3.82529309880827,5.49645920357835,3.1446382390278,6.82376223109907,4.34405983052592,-17.5021850332755,6.55489981833459,8.45873332502183
Antigua and Barbuda,ATG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.52526342370192,2.93615252322574,3.01146145768065,4.77073712765603,2.51639084580945,6.23266748232506,3.7878874261186,-17.9891735594216,5.92050157978692,7.82947070619764
Antigua and Barbuda,ATG,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,..
Antigua and Barbuda,ATG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,3.44827580451965,0.406819999217987,0.871879994869232,1.21141982078552,1.40533995628357,0.926440000534058,0.260628938674927,..,..,..
Antigua and Barbuda,ATG,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,0.896258115768433,1.85061311721802,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,5.93238830566406,1.56182217597961,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.565,5.544,5.649,5.662,5.746,5.787,5.865,5.961,6.365,..
Antigua and Barbuda,ATG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.50909233,5.87269926,5.27965546,5.12190151,4.87493944,4.84869289,4.37567186,5.61472893,..,..
Antigua and Barbuda,ATG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.46,100.66,100.31,99.03,93.31,87.56,86.62,86.45,84.87,..
Antigua and Barbuda,ATG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.583,77.858,77.913,78.152,78.268,78.511,78.691,78.841,78.497,..
Antigua and Barbuda,ATG,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0499929370660613,0.0315301456130885,0.0471600816589191,0.0295213635005847,0.0293427516905917,0.026219771790117,0.0262884647876101,0.036922642396965,..,..
Antigua and Barbuda,ATG,Number of infant deaths,SH.DTH.IMRT,8,7,7,7,6,6,6,6,6,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.94323513446069,10.3982494646904,5.2430444992488
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.60160975657155,-2.96956249866219,-10.8126108522948,9.35717585932072,4.27316373772393
Argentina,ARG,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.9219312381015,44.2830207294213,44.1187712163234,43.4794953027197,42.9863813585024,42.3715363084602,42.5907792625398,43.0292651706989,43.1023461553921,..
Argentina,ARG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,0.378740012645721,0.775940001010895,0.874790012836456,0.516589999198914,0.584219992160797,0.642369985580444,0.620029985904694,0.829509973526001,0.791949987411499,..
Argentina,ARG,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.494,7.447,7.543,7.947,7.692,7.68,7.6,8.509,8.955,..
Argentina,ARG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,94.1461410522461,93.0270080566406,89.2270812988281,89.1933822631836,89.0937576293945,97.4406661987305,98.2297592163086,98.1452865600586,95.9001770019531,..
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.78097916,9.67129993,10.22933674,9.00189781,10.44225693,9.49909592,9.47170544,9.98438072,..,..
Argentina,ARG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,94,95.09,103.96,100.95,106.03,97.49,112.59,109.35,108.23,..
Argentina,ARG,Gini index,SI.POV.GINI,40.9,41.6,..,42,41.1,41.3,42.9,42.3,42,..
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,47.65,47.429,47.512,47.598,47.685,49.165,50.02,46.506,50.283,50.828
Argentina,ARG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,40.6729270549321,40.8234640286858,41.0250232507636,41.2330848503142,41.441270515727,42.146220107956,42.3760560305369,42.3938341360417,42.5339108158108,43.0814169605179
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.491,76.755,76.76,76.308,76.833,76.999,77.284,75.892,75.39,..
Argentina,ARG,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.105080924551797,0.101269701408944,0.0954094345400858,0.0976202220201663,0.0927831201719802,0.0706152065871151,0.0678548968029463,0.0931459459870504,..,..
Argentina,ARG,Number of infant deaths,SH.DTH.IMRT,8466,8107,7735,7238,6596,5823,5086,4432,3885,..
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.69999999864019,12.6
Armenia,ARM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.76412964842652,4.01064593319273,3.60636907832207,0.646135942752821,8.02439704883481,5.76988214903176,8.20864949959488,-6.70404931756727,6.25422006660932,13.0254185175235
Armenia,ARM,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.1148577449947,59.0340709518792,58.8935721812434,58.8970846505093,58.872497365648,58.9146469968388,58.9041095890411,58.8689848963822,58.8275377590446,..
Armenia,ARM,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,2.53241991996765,1.93806004524231,0.37169998884201,0.659290015697479,0.923959970474243,0.962989985942841,3.44456005096436,5.19327020645142,8.01469993591309,9.30687046051025
Armenia,ARM,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,3.20401000976562,2.63646006584167,..,..,..,..,4.4177098274231,6.17784023284912,9.14931011199951,10.1962604522705
Armenia,ARM,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,1.93833994865417,1.31868994235992,..,..,..,..,2.57274007797241,4.3088002204895,6.99351978302002,8.50450992584229
Armenia,ARM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.813,9.704,9.607,9.634,9.664,9.75,9.662,12.792,13.007,..
Armenia,ARM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,77.3510818481445,73.9683532714844,100,90.7032318115234,87.5886764526367,..,..,90.7957992553711,95.3711700439453,92.0447463989258
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.32345009,10.17827892,10.11762714,9.95195866,10.36270523,10.00543404,11.3798008,12.24103546,..,..
Armenia,ARM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,92.5,97.4,106.65,95.95,95.24,83.48,81.28,85.99,84.87,..
Armenia,ARM,Gini index,SI.POV.GINI,30.6,31.5,32.4,32.5,33.6,34.4,30,25.1,27.9,..
Armenia,ARM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,55.525,55.594,55.669,55.736,55.724,55.673,57.519,57.57,57.779,58.067
Armenia,ARM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,50.4835351040865,50.5994150211521,50.7123270190662,50.8013013701044,50.949936353447,51.0830019581478,51.9425229201123,52.7356997431414,52.6502926101867,52.7641851849715
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.676,74.058,74.436,74.664,74.906,75.064,75.439,72.173,72.043,..
